INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('1', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'E74', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('157', 'No', 'Yes', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'E111', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('158', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'Yes', 'E75', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('159', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'E48', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('160', 'No', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'Yes', 'E76', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('161', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'Yes', 'E242', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('162', 'No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'No', 'E140', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('163', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E200', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('164', 'No', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'E127', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('165', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'E2', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('166', 'No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'No', 'Yes', 'E18', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('167', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Yes', 'No', 'E233', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('168', 'Yes', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'E61', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('169', 'No', 'No', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'E163', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('170', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'No', 'E52', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('171', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'E43', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('172', 'No', 'No', 'No', 'No', 'No', 'No', 'Yes', 'Yes', 'E31', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('173', 'No', 'Yes', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'E37', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('174', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E25', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('175', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'E204', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('176', 'No', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'E66', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('177', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'E173', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('178', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'E174', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('179', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes', 'E116', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('180', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'E141', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('181', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No', 'Yes', 'E195', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('182', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'E226', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('183', 'Yes', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'E63', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('184', 'No', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'E28', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('185', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'E119', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('186', 'No', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'No', 'E106', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('187', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'E161', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('188', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'Yes', 'E62', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('189', 'No', 'No', 'Yes', 'No', 'No', 'No', 'No', 'No', 'E238', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('190', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'Yes', 'E41', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('191', 'No', 'No', 'Yes', 'No', 'Yes', 'Yes', 'No', 'No', 'E26', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('192', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'E197', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('193', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No', 'Yes', 'E174', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('194', 'No', 'Yes', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'E124', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('195', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'E28', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('196', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'E250', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('197', 'No', 'No', 'No', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'E137', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('198', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'E19', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('199', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No', 'No', 'E148', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('200', 'Yes', 'No', 'No', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'E209', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('201', 'No', 'Yes', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes', 'E169', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('202', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'Yes', 'E14', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('203', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E225', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('204', 'Yes', 'Yes', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'E69', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('205', 'Yes', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Yes', 'E80', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('206', 'Yes', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'Yes', 'E26', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('207', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'E229', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('208', 'No', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'E132', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('209', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes', 'E220', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('210', 'Yes', 'Yes', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'E205', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('211', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E180', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('212', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'E236', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('213', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'E28', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('214', 'No', 'Yes', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes', 'E242', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('215', 'No', 'No', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'E103', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('216', 'No', 'Yes', 'No', 'No', 'No', 'No', 'Yes', 'No', 'E175', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('217', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'E125', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('218', 'Yes', 'Yes', 'No', 'No', 'No', 'No', 'No', 'No', 'E206', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('219', 'No', 'No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E60', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('220', 'No', 'No', 'No', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'E142', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('221', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'E95', '2019');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('222', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes', 'No', 'No', 'E233', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('223', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'E120', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('224', 'No', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'Yes', 'E163', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('225', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes', 'No', 'Yes', 'E169', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('226', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes', 'No', 'No', 'E25', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('227', 'Yes', 'No', 'No', 'Yes', 'No', 'No', 'No', 'Yes', 'E154', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('228', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'No', 'E105', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('229', 'Yes', 'Yes', 'No', 'Yes', 'Yes', 'No', 'Yes', 'No', 'E126', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('230', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'E166', '2021');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('231', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'E86', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('232', 'Yes', 'No', 'No', 'Yes', 'Yes', 'Yes', 'Yes', 'No', 'E223', '2022');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('233', 'No', 'Yes', 'No', 'No', 'Yes', 'Yes', 'No', 'Yes', 'E133', '2020');
INSERT INTO Benefits (BENEFITID, MEDICAL, DENTAL, VISION, SHORTTERMDISABILITY, F401K, LONGTERMDISABILITY, CRITICALILLNESS, ACCIDENTALDEATHINSUARANCE, EMPLOYEE_EMP_CODE, Year) VALUES ('234', 'No', 'Yes', 'Yes', 'Yes', 'No', 'No', 'No', 'No', 'E115', '2020');
